study,session,pNo,condition,congruency,sessionOrder,a,v,t0_Ter
1,1,160,deplete,congruent,deplete-control,0.1516,0.1881,0.3854
1,1,160,deplete,incongruent,deplete-control,0.136,0.1722,0.4655
1,1,161,control,congruent,control-deplete,0.1501,0.3644,0.3874
1,1,161,control,incongruent,control-deplete,0.1184,0.2457,0.4737
1,2,161,deplete,congruent,control-deplete,0.1224,0.2965,0.3508
1,2,161,deplete,incongruent,control-deplete,0.0975,0.2253,0.4276
1,2,162,control,congruent,deplete-control,0.1194,0.3024,0.4062
1,2,162,control,incongruent,deplete-control,0.096,0.1263,0.4738
1,1,162,deplete,congruent,deplete-control,0.1241,0.2686,0.366
1,1,162,deplete,incongruent,deplete-control,0.1219,0.1921,0.4399
1,2,164,control,congruent,deplete-control,0.0985,0.3393,0.4209
1,2,164,control,incongruent,deplete-control,0.0956,0.2059,0.433
1,1,164,deplete,congruent,deplete-control,0.1284,0.4189,0.4247
1,1,164,deplete,incongruent,deplete-control,0.0937,0.2891,0.4758
1,1,165,control,congruent,control-deplete,0.0927,0.2952,0.3897
1,1,165,control,incongruent,control-deplete,0.0996,0.2136,0.3891
1,2,165,deplete,congruent,control-deplete,0.0961,0.3738,0.4286
1,2,165,deplete,incongruent,control-deplete,0.1093,0.2998,0.4298
1,2,168,control,congruent,deplete-control,0.1325,0.2725,0.4137
1,2,168,control,incongruent,deplete-control,0.1511,0.259,0.4827
1,1,168,deplete,congruent,deplete-control,0.1217,0.2966,0.4171
1,1,168,deplete,incongruent,deplete-control,0.1116,0.1647,0.5067
1,1,169,control,congruent,control-deplete,0.0945,0.2836,0.3599
1,1,169,control,incongruent,control-deplete,0.1203,0.3164,0.3271
1,2,169,deplete,congruent,control-deplete,0.091,0.3055,0.3467
1,2,169,deplete,incongruent,control-deplete,0.0961,0.2352,0.3342
1,1,171,control,congruent,control-deplete,0.1015,0.3495,0.3888
1,1,171,control,incongruent,control-deplete,0.0952,0.2184,0.4065
1,2,171,deplete,congruent,control-deplete,0.071,0.3231,0.3776
1,2,171,deplete,incongruent,control-deplete,0.0854,0.3171,0.3714
1,1,173,control,congruent,control-deplete,0.168,0.1824,0.4353
1,1,173,control,incongruent,control-deplete,0.1412,0.1081,0.5359
1,2,173,deplete,congruent,control-deplete,0.1496,0.1887,0.4027
1,2,173,deplete,incongruent,control-deplete,0.149,0.2249,0.5017
1,2,174,control,congruent,deplete-control,0.1368,0.3972,0.3901
1,2,174,control,incongruent,deplete-control,0.0974,0.2824,0.4572
1,1,174,deplete,congruent,deplete-control,0.0946,0.4199,0.4208
1,1,174,deplete,incongruent,deplete-control,0.082,0.2567,0.4442
1,2,176,control,congruent,deplete-control,0.1301,0.2769,0.4259
1,2,176,control,incongruent,deplete-control,0.1133,0.194,0.4548
1,1,176,deplete,congruent,deplete-control,0.1427,0.177,0.4233
1,1,176,deplete,incongruent,deplete-control,0.1398,0.1715,0.5054
1,1,177,control,congruent,control-deplete,0.158,0.302,0.384
1,1,177,control,incongruent,control-deplete,0.1227,0.2308,0.5454
1,2,177,deplete,congruent,control-deplete,0.1343,0.3507,0.3909
1,2,177,deplete,incongruent,control-deplete,0.1212,0.2655,0.4614
1,2,178,control,congruent,deplete-control,0.1723,0.2706,0.4744
1,2,178,control,incongruent,deplete-control,0.109,0.2299,0.7344
1,1,178,deplete,congruent,deplete-control,0.1202,0.2916,0.4422
1,1,178,deplete,incongruent,deplete-control,0.0957,0.0483,0.5712
1,1,179,control,congruent,control-deplete,0.1404,0.2893,0.435
1,1,179,control,incongruent,control-deplete,0.1117,0.1404,0.6322
1,2,179,deplete,congruent,control-deplete,0.1462,0.2772,0.4198
1,2,179,deplete,incongruent,control-deplete,0.1069,0.1586,0.5644
1,1,183,control,congruent,control-deplete,0.1287,0.3142,0.3535
1,1,183,control,incongruent,control-deplete,0.1002,0.19,0.3611
1,2,183,deplete,congruent,control-deplete,0.0893,0.3245,0.3507
1,2,183,deplete,incongruent,control-deplete,0.075,0.1955,0.3767
1,2,184,control,congruent,deplete-control,0.09,0.278,0.404
1,2,184,control,incongruent,deplete-control,0.0978,0.1672,0.372
1,1,184,deplete,congruent,deplete-control,0.1134,0.3574,0.3876
1,1,184,deplete,incongruent,deplete-control,0.1058,0.2118,0.4074
1,1,185,control,congruent,control-deplete,0.1209,0.2571,0.3727
1,1,185,control,incongruent,control-deplete,0.1245,0.1943,0.3515
1,2,185,deplete,congruent,control-deplete,0.1089,0.3027,0.4035
1,2,185,deplete,incongruent,control-deplete,0.0956,0.1875,0.4312
1,2,186,control,congruent,deplete-control,0.1149,0.3502,0.4693
1,2,186,control,incongruent,deplete-control,0.1006,-0.1707,0.4766
1,1,186,deplete,congruent,deplete-control,0.1368,0.2659,0.4307
1,1,186,deplete,incongruent,deplete-control,0.124,-0.0353,0.5321
1,1,189,control,congruent,control-deplete,0.1141,0.2372,0.451
1,1,189,control,incongruent,control-deplete,0.1105,0.1824,0.5526
1,2,189,deplete,congruent,control-deplete,0.0915,0.3367,0.5203
1,2,189,deplete,incongruent,control-deplete,0.0991,0.2343,0.5379
1,1,193,control,congruent,control-deplete,0.1515,0.2378,0.3729
1,1,193,control,incongruent,control-deplete,0.1142,0.141,0.5423
1,2,193,deplete,congruent,control-deplete,0.1494,0.2368,0.4771
1,2,193,deplete,incongruent,control-deplete,0.1369,0.1667,0.5146
1,2,194,control,congruent,deplete-control,0.1496,0.3626,0.418
1,2,194,control,incongruent,deplete-control,0.1472,0.3135,0.5819
1,1,194,deplete,congruent,deplete-control,0.155,0.3072,0.402
1,1,194,deplete,incongruent,deplete-control,0.112,0.2219,0.5573
1,1,195,control,congruent,control-deplete,0.1522,0.3583,0.3498
1,1,195,control,incongruent,control-deplete,0.0947,0.1752,0.455
1,2,195,deplete,congruent,control-deplete,0.1288,0.4227,0.3927
1,2,195,deplete,incongruent,control-deplete,0.0871,0.3001,0.5162
1,2,196,control,congruent,deplete-control,0.189,0.2884,0.352
1,2,196,control,incongruent,deplete-control,0.1575,0.2545,0.5198
1,1,196,deplete,congruent,deplete-control,0.1263,0.3194,0.4203
1,1,196,deplete,incongruent,deplete-control,0.1379,0.2638,0.4619
1,1,197,control,congruent,control-deplete,0.1105,0.4252,0.3854
1,1,197,control,incongruent,control-deplete,0.0947,0.2667,0.4019
1,2,197,deplete,congruent,control-deplete,0.1118,0.4881,0.3854
1,2,197,deplete,incongruent,control-deplete,0.0976,0.3211,0.4027
1,2,198,control,congruent,deplete-control,0.145,0.3266,0.4021
1,2,198,control,incongruent,deplete-control,0.0912,0.2385,0.7028
1,1,198,deplete,congruent,deplete-control,0.1505,0.3176,0.4255
1,1,198,deplete,incongruent,deplete-control,0.1097,0.2338,0.7295
1,1,199,control,congruent,control-deplete,0.1399,0.3895,0.351
1,1,199,control,incongruent,control-deplete,0.143,0.3198,0.3875
1,2,199,deplete,congruent,control-deplete,0.1023,0.3944,0.341
1,2,199,deplete,incongruent,control-deplete,0.0873,0.2437,0.3557
1,2,200,control,congruent,deplete-control,0.1311,0.2787,0.4456
1,2,200,control,incongruent,deplete-control,0.1234,0.1928,0.5581
1,1,200,deplete,congruent,deplete-control,0.1429,0.2558,0.3582
1,1,200,deplete,incongruent,deplete-control,0.1378,0.1671,0.4459
1,1,201,control,congruent,control-deplete,0.1053,0.3856,0.4147
1,1,201,control,incongruent,control-deplete,0.0965,0.2937,0.4288
1,2,201,deplete,congruent,control-deplete,0.1114,0.3274,0.3968
1,2,201,deplete,incongruent,control-deplete,0.1027,0.246,0.4331
1,2,202,control,congruent,deplete-control,0.1378,0.3956,0.3566
1,2,202,control,incongruent,deplete-control,0.115,0.28,0.4969
1,1,202,deplete,congruent,deplete-control,0.1205,0.3968,0.3896
1,1,202,deplete,incongruent,deplete-control,0.1062,0.2508,0.4245
1,1,203,control,congruent,control-deplete,0.1367,0.4,0.36
1,1,203,control,incongruent,control-deplete,0.1024,0.1571,0.4185
1,2,203,deplete,congruent,control-deplete,0.1051,0.3188,0.3435
1,2,203,deplete,incongruent,control-deplete,0.0928,0.1547,0.3956
1,2,204,control,congruent,deplete-control,0.1362,0.3509,0.3821
1,2,204,control,incongruent,deplete-control,0.0789,0.1796,0.5823
1,1,204,deplete,congruent,deplete-control,0.1894,0.2524,0.4115
1,1,204,deplete,incongruent,deplete-control,0.1321,0.0662,0.7012
1,1,205,control,congruent,control-deplete,0.1375,0.3469,0.4014
1,1,205,control,incongruent,control-deplete,0.1368,0.2968,0.5358
1,2,205,deplete,congruent,control-deplete,0.1356,0.3518,0.3669
1,2,205,deplete,incongruent,control-deplete,0.1103,0.1687,0.4201
1,1,207,control,congruent,control-deplete,0.1094,0.3326,0.4048
1,1,207,control,incongruent,control-deplete,0.0972,0.2512,0.455
1,2,207,deplete,congruent,control-deplete,0.099,0.364,0.3804
1,2,207,deplete,incongruent,control-deplete,0.0924,0.3065,0.4153
1,2,208,control,congruent,deplete-control,0.1424,0.384,0.3786
1,2,208,control,incongruent,deplete-control,0.1019,0.2479,0.4587
1,1,208,deplete,congruent,deplete-control,0.1732,0.3131,0.4449
1,1,208,deplete,incongruent,deplete-control,0.1269,0.2232,0.5763
1,1,209,control,congruent,control-deplete,0.152,0.3569,0.4509
1,1,209,control,incongruent,control-deplete,0.1071,0.2396,0.6245
1,2,209,deplete,congruent,control-deplete,0.1154,0.348,0.4407
1,2,209,deplete,incongruent,control-deplete,0.0949,0.2,0.5656
1,2,210,control,congruent,deplete-control,0.1433,0.3311,0.3807
1,2,210,control,incongruent,deplete-control,0.1164,0.2451,0.4824
1,1,210,deplete,congruent,deplete-control,0.1198,0.2549,0.4349
1,1,210,deplete,incongruent,deplete-control,0.1087,0.132,0.5569
1,1,211,control,congruent,control-deplete,0.0991,0.3372,0.3698
1,1,211,control,incongruent,control-deplete,0.1188,0.3325,0.3704
1,2,211,deplete,congruent,control-deplete,0.0977,0.341,0.3563
1,2,211,deplete,incongruent,control-deplete,0.0989,0.2286,0.3434
1,2,212,control,congruent,deplete-control,0.1202,0.397,0.3499
1,2,212,control,incongruent,deplete-control,0.0915,0.2537,0.3823
1,1,212,deplete,congruent,deplete-control,0.0789,0.3708,0.3874
1,1,212,deplete,incongruent,deplete-control,0.0852,0.2867,0.3915
1,1,213,control,congruent,control-deplete,0.1415,0.3282,0.3524
1,1,213,control,incongruent,control-deplete,0.1296,0.3019,0.4532
1,2,213,deplete,congruent,control-deplete,0.1439,0.3777,0.399
1,2,213,deplete,incongruent,control-deplete,0.0989,0.2379,0.4635
1,2,214,control,congruent,deplete-control,0.1238,0.2699,0.4414
1,2,214,control,incongruent,deplete-control,0.1673,0.2816,0.4503
1,1,214,deplete,congruent,deplete-control,0.1378,0.2652,0.4227
1,1,214,deplete,incongruent,deplete-control,0.1186,0.1446,0.4809
1,1,215,control,congruent,control-deplete,0.0861,0.4726,0.3574
1,1,215,control,incongruent,control-deplete,0.0771,0.2696,0.3592
1,2,215,deplete,congruent,control-deplete,0.094,0.3337,0.3744
1,2,215,deplete,incongruent,control-deplete,0.0906,0.2363,0.352
1,2,216,control,congruent,deplete-control,0.1438,0.3786,0.3797
1,2,216,control,incongruent,deplete-control,0.1195,0.266,0.5093
1,1,216,deplete,congruent,deplete-control,0.1058,0.383,0.4315
1,1,216,deplete,incongruent,deplete-control,0.0988,0.2672,0.4944
1,1,217,control,congruent,control-deplete,0.1575,0.3024,0.3787
1,1,217,control,incongruent,control-deplete,0.1314,0.1207,0.4469
1,2,217,deplete,congruent,control-deplete,0.1012,0.3064,0.409
1,2,217,deplete,incongruent,control-deplete,0.0902,0.1784,0.4076
1,2,218,control,congruent,deplete-control,0.1188,0.3069,0.382
1,2,218,control,incongruent,deplete-control,0.1349,0.2929,0.3869
1,1,218,deplete,congruent,deplete-control,0.1084,0.3075,0.4042
1,1,218,deplete,incongruent,deplete-control,0.1108,0.283,0.4887
1,2,220,control,congruent,deplete-control,0.0832,0.4383,0.3176
1,2,220,control,incongruent,deplete-control,0.0684,0.31,0.365
1,1,220,deplete,congruent,deplete-control,0.0887,0.3533,0.3341
1,1,220,deplete,incongruent,deplete-control,0.0789,0.2634,0.3671
1,1,221,control,congruent,control-deplete,0.1763,0.3082,0.4156
1,1,221,control,incongruent,control-deplete,0.1008,0.2142,0.6634
1,2,221,deplete,congruent,control-deplete,0.1419,0.3823,0.4678
1,2,221,deplete,incongruent,control-deplete,0.1063,0.2647,0.6676
1,2,222,control,congruent,deplete-control,0.1022,0.3972,0.4202
1,2,222,control,incongruent,deplete-control,0.0936,0.3049,0.4134
1,1,222,deplete,congruent,deplete-control,0.1209,0.3902,0.4032
1,1,222,deplete,incongruent,deplete-control,0.1101,0.3571,0.4328
1,1,223,control,congruent,control-deplete,0.1522,0.2656,0.3673
1,1,223,control,incongruent,control-deplete,0.1121,0.1754,0.4748
1,2,223,deplete,congruent,control-deplete,0.1112,0.2208,0.4843
1,2,223,deplete,incongruent,control-deplete,0.103,0.1296,0.5835
1,2,224,control,congruent,deplete-control,0.1181,0.3402,0.3982
1,2,224,control,incongruent,deplete-control,0.1354,0.2947,0.3903
1,1,224,deplete,congruent,deplete-control,0.1355,0.2658,0.3864
1,1,224,deplete,incongruent,deplete-control,0.1512,0.2613,0.4033
1,1,225,control,congruent,control-deplete,0.1106,0.3029,0.4168
1,1,225,control,incongruent,control-deplete,0.0966,0.2108,0.5425
1,2,225,deplete,congruent,control-deplete,0.0999,0.2774,0.4192
1,2,225,deplete,incongruent,control-deplete,0.1083,0.2314,0.4165
1,2,226,control,congruent,deplete-control,0.1394,0.2243,0.4243
1,2,226,control,incongruent,deplete-control,0.1366,0.2102,0.5246
1,1,226,deplete,congruent,deplete-control,0.1671,0.2414,0.4141
1,1,226,deplete,incongruent,deplete-control,0.1346,0.1753,0.5312
1,2,228,control,congruent,deplete-control,0.1058,0.3106,0.3673
1,2,228,control,incongruent,deplete-control,0.082,0.1717,0.4065
1,1,228,deplete,congruent,deplete-control,0.1285,0.3664,0.4119
1,1,228,deplete,incongruent,deplete-control,0.1026,0.1746,0.4617
1,1,229,control,congruent,control-deplete,0.1483,0.2703,0.4986
1,1,229,control,incongruent,control-deplete,0.1165,0.2379,0.6601
1,2,229,deplete,congruent,control-deplete,0.1176,0.2473,0.4954
1,2,229,deplete,incongruent,control-deplete,0.1147,0.1934,0.5619
1,2,230,control,congruent,deplete-control,0.218,0.2492,0.3613
1,2,230,control,incongruent,deplete-control,0.1373,0.1544,0.7725
1,1,230,deplete,congruent,deplete-control,0.1189,0.3066,0.4576
1,1,230,deplete,incongruent,deplete-control,0.1089,0.1645,0.668
1,1,231,control,congruent,control-deplete,0.1648,0.2885,0.3505
1,1,231,control,incongruent,control-deplete,0.1522,0.2154,0.5105
1,2,231,deplete,congruent,control-deplete,0.1303,0.3109,0.3971
1,2,231,deplete,incongruent,control-deplete,0.1194,0.1859,0.4551
1,2,232,control,congruent,deplete-control,0.1054,0.3475,0.4065
1,2,232,control,incongruent,deplete-control,0.0962,0.1935,0.4655
1,1,232,deplete,congruent,deplete-control,0.1108,0.3593,0.4264
1,1,232,deplete,incongruent,deplete-control,0.0976,0.2227,0.4611
1,1,233,control,congruent,control-deplete,0.1563,0.3476,0.428
1,1,233,control,incongruent,control-deplete,0.1501,0.2619,0.5348
1,2,233,deplete,congruent,control-deplete,0.1303,0.419,0.393
1,2,233,deplete,incongruent,control-deplete,0.1425,0.3224,0.4601
1,2,234,control,congruent,deplete-control,0.1195,0.339,0.4186
1,2,234,control,incongruent,deplete-control,0.0999,0.172,0.453
1,1,234,deplete,congruent,deplete-control,0.1157,0.3493,0.4426
1,1,234,deplete,incongruent,deplete-control,0.1036,0.2077,0.525
1,1,235,control,congruent,control-deplete,0.1066,0.3794,0.3267
1,1,235,control,incongruent,control-deplete,0.095,0.2636,0.3388
1,2,235,deplete,congruent,control-deplete,0.0917,0.2698,0.363
1,2,235,deplete,incongruent,control-deplete,0.0859,0.1671,0.4116
1,2,236,control,congruent,deplete-control,0.1304,0.2555,0.4034
1,2,236,control,incongruent,deplete-control,0.1089,0.1966,0.4559
1,1,236,deplete,congruent,deplete-control,0.1309,0.3061,0.4811
1,1,236,deplete,incongruent,deplete-control,0.1023,0.162,0.5246
1,1,237,control,congruent,control-deplete,0.1293,0.4216,0.3872
1,1,237,control,incongruent,control-deplete,0.1357,0.3355,0.4852
1,2,237,deplete,congruent,control-deplete,0.11,0.497,0.3926
1,2,237,deplete,incongruent,control-deplete,0.0881,0.2467,0.4611
1,1,239,control,congruent,control-deplete,0.1247,0.2665,0.3675
1,1,239,control,incongruent,control-deplete,0.1183,0.1996,0.429
1,2,239,deplete,congruent,control-deplete,0.107,0.2709,0.4366
1,2,239,deplete,incongruent,control-deplete,0.092,0.1974,0.4884
1,2,240,control,congruent,deplete-control,0.1219,0.3894,0.464
1,2,240,control,incongruent,deplete-control,0.1089,0.3363,0.4955
1,1,240,deplete,congruent,deplete-control,0.1371,0.2261,0.375
1,1,240,deplete,incongruent,deplete-control,0.1326,0.1396,0.4707
1,1,241,control,congruent,control-deplete,0.1469,0.3231,0.4428
1,1,241,control,incongruent,control-deplete,0.151,0.2957,0.4164
1,2,241,deplete,congruent,control-deplete,0.1111,0.2983,0.3768
1,2,241,deplete,incongruent,control-deplete,0.1072,0.2299,0.3612
1,2,242,control,congruent,deplete-control,0.1003,0.31,0.3546
1,2,242,control,incongruent,deplete-control,0.0815,0.152,0.3659
1,1,242,deplete,congruent,deplete-control,0.0936,0.2595,0.4201
1,1,242,deplete,incongruent,deplete-control,0.0817,0.184,0.4565
1,1,245,control,congruent,control-deplete,0.1597,0.3401,0.4145
1,1,245,control,incongruent,control-deplete,0.1416,0.2689,0.4985
1,2,245,deplete,congruent,control-deplete,0.1366,0.3485,0.4376
1,2,245,deplete,incongruent,control-deplete,0.0981,0.2323,0.5394
1,2,246,control,congruent,deplete-control,0.1658,0.2856,0.4381
1,2,246,control,incongruent,deplete-control,0.1058,0.1332,0.6276
1,1,246,deplete,congruent,deplete-control,0.1186,0.2323,0.4589
1,1,246,deplete,incongruent,deplete-control,0.0973,0.0942,0.6348
1,1,247,control,congruent,control-deplete,0.1632,0.2898,0.3875
1,1,247,control,incongruent,control-deplete,0.129,0.177,0.4651
1,2,247,deplete,congruent,control-deplete,0.1145,0.2925,0.4474
1,2,247,deplete,incongruent,control-deplete,0.1218,0.2343,0.445
1,1,249,control,congruent,control-deplete,0.1665,0.3273,0.3937
1,1,249,control,incongruent,control-deplete,0.1469,0.2649,0.5088
1,2,249,deplete,congruent,control-deplete,0.1378,0.3467,0.3533
1,2,249,deplete,incongruent,control-deplete,0.1203,0.2723,0.4457
1,2,250,control,congruent,deplete-control,0.1275,0.3157,0.3632
1,2,250,control,incongruent,deplete-control,0.1055,0.201,0.3991
1,1,250,deplete,congruent,deplete-control,0.1217,0.247,0.3926
1,1,250,deplete,incongruent,deplete-control,0.1088,0.1647,0.4456
1,2,252,control,congruent,deplete-control,0.0977,0.3153,0.3624
1,2,252,control,incongruent,deplete-control,0.0971,0.1756,0.3817
1,1,252,deplete,congruent,deplete-control,0.0904,0.346,0.3444
1,1,252,deplete,incongruent,deplete-control,0.0852,0.2259,0.3643
1,1,253,control,congruent,control-deplete,0.1176,0.4614,0.413
1,1,253,control,incongruent,control-deplete,0.0968,0.3305,0.4848
1,2,253,deplete,congruent,control-deplete,0.1284,0.4258,0.4061
1,2,253,deplete,incongruent,control-deplete,0.1023,0.2732,0.4654
1,2,254,control,congruent,deplete-control,0.1466,0.37,0.4446
1,2,254,control,incongruent,deplete-control,0.1078,0.2059,0.5242
1,1,254,deplete,congruent,deplete-control,0.1122,0.2764,0.4885
1,1,254,deplete,incongruent,deplete-control,0.1028,0.22,0.5677
1,1,255,control,congruent,control-deplete,0.1501,0.27,0.3732
1,1,255,control,incongruent,control-deplete,0.1192,0.1441,0.5067
1,2,255,deplete,congruent,control-deplete,0.1232,0.2698,0.4387
1,2,255,deplete,incongruent,control-deplete,0.1052,0.1726,0.4678
1,2,256,control,congruent,deplete-control,0.1212,0.444,0.3852
1,2,256,control,incongruent,deplete-control,0.0792,0.2226,0.4914
1,1,256,deplete,congruent,deplete-control,0.1415,0.3865,0.4686
1,1,256,deplete,incongruent,deplete-control,0.1347,0.3298,0.6371
1,1,257,control,congruent,control-deplete,0.0898,0.3199,0.3689
1,1,257,control,incongruent,control-deplete,0.0822,0.1931,0.385
1,2,257,deplete,congruent,control-deplete,0.0847,0.3445,0.3536
1,2,257,deplete,incongruent,control-deplete,0.1062,0.3087,0.3659
1,2,258,control,congruent,deplete-control,0.1533,0.2649,0.3335
1,2,258,control,incongruent,deplete-control,0.1296,0.1949,0.5726
